Number Route;Description Route;Comment Route BO;Comment Route E;Number Estate;Description Estate;Comment Estate BO;Comment Estate E;Number Entrance;Description Entrance;Comment Entrance BO;Comment Entrance E;Number Building Unit;Description Building Unit;Comment Building Unit BO;Comment Building Unit E;Number Meter;Number Customer;Unit Number;Unit Description;Comment Meter BO;Comment Meter E;Medium Code;Telegram Type;AES Key;Status Byte;RSSI Value;Billing Date;Billing Value;Billing Unit;Actual Date;Actual Time;Actual Energy / HCA;Actual Unit;Actual Volume;Actual Unit Volume;Actual Value 3;Actual Unit 3;Hint Code;Hint Code Description;Billing Date Device;Billing Value Device;Billing Unit Device;Monthly Date 1;Monthly Value 1;Monthly Unit 1;Monthly Date 2;Monthly Value 2;Monthly Unit 2;Monthly Date 3;Monthly Value 3;Monthly Unit 3;Monthly Date 4;Monthly Value 4;Monthly Unit 4;Monthly Date 5;Monthly Value 5;Monthly Unit 5;Monthly Date 6;Monthly Value 6;Monthly Unit 6;Monthly Date 7;Monthly Value 7;Monthly Unit 7;Monthly Date 8;Monthly Value 8;Monthly Unit 8;Monthly Date 9;Monthly Value 9;Monthly Unit 9;Monthly Date 10;Monthly Value 10;Monthly Unit 10;Monthly Date 11;Monthly Value 11;Monthly Unit 11;Monthly Date 12;Monthly Value 12;Monthly Unit 12;Monthly Date 13;Monthly Value 13;Monthly Unit 13;Monthly Date 14;Monthly Value 14;Monthly Unit 14;Monthly Date 15;Monthly Value 15;Monthly Unit 15;Half Monthly Date 1;Half Monthly Value 1;Half Monthly Unit 1;Half Monthly Date 2;Half Monthly Value 2;Half Monthly Unit 2;Half Monthly Date 3;Half Monthly Value 3;Half Monthly Unit 3;Half Monthly Date 4;Half Monthly Value 4;Half Monthly Unit 4;Half Monthly Date 5;Half Monthly Value 5;Half Monthly Unit 5;Half Monthly Date 6;Half Monthly Value 6;Half Monthly Unit 6;Half Monthly Date 7;Half Monthly Value 7;Half Monthly Unit 7;Half Monthly Date 8;Half Monthly Value 8;Half Monthly Unit 8;Half Monthly Date 9;Half Monthly Value 9;Half Monthly Unit 9;Half Monthly Date 10;Half Monthly Value 10;Half Monthly Unit 10;Half Monthly Date 11;Half Monthly Value 11;Half Monthly Unit 11;Half Monthly Date 12;Half Monthly Value 12;Half Monthly Unit 12;Half Monthly Date 13;Half Monthly Value 13;Half Monthly Unit 13;Half Monthly Date 14;Half Monthly Value 14;Half Monthly Unit 14;Half Monthly Date 15;Half Monthly Value 15;Half Monthly Unit 15;Device Type;Radio Type;Version;Telegram Length;DFS Type;Number Telegram;Raw Data;Raw Date
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;53058576;;;;;;0x04;EFE;0x;0x01;;31.12.2024;;;;;0,000;MWh;;;;;;;;;;31.07.2025;0,000;MWh Energie;30.06.2025;0,000;MWh Energie;31.05.2025;0,000;MWh Energie;30.04.2025;0,000;MWh Energie;31.03.2025;0,000;MWh Energie;28.02.2025;0,000;MWh Energie;31.01.2025;0,000;MWh Energie;31.12.2024;0,000;MWh Energie;30.11.2024;0,000;MWh Energie;31.10.2024;0,000;MWh Energie;30.09.2024;0,000;MWh Energie;31.08.2024;0,000;MWh Energie;31.07.2024;0,000;MWh Energie;30.06.2024;0,000;MWh Energie;31.05.2024;0,000;MWh Energie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WMZ Rücklauf;0;0;Long;undef;0;A944C5147685055300047A171390258816B11E24A915565079F7546FD8248E710E3598947E2C573E98D3636B4E3C1EDF8793EE886EA20A606426342AD01F721869AAB5858197F0D0597672E8CF534CAD8BF272F9735AA42A3C8CC74BBC0F42FA85823AD063672520F2836E1C47DAFFCD5EA1B928BEC3F7B3284A90383C4EBF61D333D9C1C0CCEEFB443AEF7A41552EC60204230C2E29A5273F6D353FA33FE803FD0C05010002FD0B2111;
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;51378499;;;;;;0x07;WEH;0x;0x01;;31.12.2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;0;82;Short;undef;0;364468502487260352377299843751A85CFE0781002025CD2FC76E47C6F73753F9492F7C27A25F37821274FEAF8C754BF51F07FBB30956;;0;m³/min Volumenstrom
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893181;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5148131895070068C20B47AB30090256AD9CB29D897ED166F9A691E774D9E62FBF679920962093350C3F637EF506A875FB1B37FABCA2EBE0E806689A34594D6D33C9B2701513792D31D709B04E8707656793CB48879E7DA58F2FBC7743163D2D2F7FE79B1B0E719F1F561FCC5CDDED0707AE043F31CB3E8882936999E65C5BEFAF0DDB1DA5DF8FB7D7BC70994855C6FA91F62723041FA322D26BCE136424979;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551760;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8156017551300028C2009900F002C251E7D1A00E03117EE45A272B67A090030071087B06DEC1CD89279FC42BE9B17E98F7C8CBC55AEF9CCE36E1B187084A875C663A13565D66242AF193C6192E584A0B3D1;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551754;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8155417551300028C20AD900F002C25237D1A00DD577E957E4B2AFF7AAD00300710974434B499FABB27131E757B72BAAE7D83EFD846F2FF13D009A27A63E25DC1CC6DF9EFD3165E30EE722FB259F006CE55;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893185;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5148531895070068C20B27AB10090254429B4D659F0E268CE5F78DA93F7B1F009F564046083D7AC8C1CD7BD6CACA84989C27B2755D63B3273BB0ED7F88CB51863DB7F10E08A9A6E5A9305849B511A34CD95F5696F21C2D62F9B909C0F19311B418AD44FF4B76590EA903E1F383D6F679AE10B0742A18BE71E3506338C9ECB883293A41BE482FD5A63049B8B0E9D109E4F66C13700C5884673FB0448D8C3BE7C;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893193;;;;;;0x07;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;;;;;;A144C5149331895070078C20B07AAF0090251DC6627E6260F6B46F4F44673AF666E481D248F417E62B632407353118F7FD51128129D183E83502A4D645A43860DA1BEEE120E250577F7904CB8D0B2A44DC0EEF449BE28980E3274544CB667E3875DDA6FF927DAC7D826B6A5A73479C696E0D4F326463D6717158A20511D72DC59312FE9D75CBC73DD7CDF44191DEA007C8DD1D95FA3B94F3CCEE18CC5E771C7F4BD5;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;25852268;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;67446850682285256A088C004A900F002C25FE800100978C348AD12EF8F67A10004007102E54DB1DD0F22000752835916E3ACA310C7AD542A4922741B1B152EE7F0E0D38D8B27F7B49E76AFEDA0534902B617139DC4FA2A50256FDF27B262FF5ABC653B80F3B6678;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;20068646;;;;;;0x08;ITW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;2E4497264686062000087AD10020A5207F14C96E1006F71B55B42CF4ECE1FC09FE67205D90E3A012F42716953FC4DD;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893186;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5148631895070068C20B27AB1009025048C746739838CB74AB581DDBBA9240A747D865A8F729770BAACB4EAC2FAC18E7CCF10EB69E77E13F6B0B003C9DAB7EF10CC300E34D3A0402CEB60255C7D394315DA9CD79205BF68F435309AC8F7BE1C4E89A9838787E0B254E230B1D8CD54474B8507A0DF67235F932EC2EE666DE625A2041B404A3636C5AAFA0A8A0C16D5AF99E4A5F2B07D31C69A5C637CDB72849E;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;14319910;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468501099311494088C005C900F002C25125E1400AD166212EF5B50667A1D003007108B6D0A53DE3B6534C36DCF53FA9B855236D01E11403CB720AED9A87D1AEBDA7ED8A345E52785BC6C80C7952140E8F9650FF9E429;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893195;;;;;;0x07;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;;;;;;A144C5149531895070078C20AD7AAC00902581BDA5997EC228722933530C2823601791C6B27A4D18548615408D815E7A9E3121D9A94F2150002DA72025C277C08E379C9871CFD890FEFB5A169E4C2A244858D1DC98608A1DAA96BCF21C06FC7B8683BC379F49C868D06D27099C3D2C07FCCC0D83ED6B34D954D525AAB7C5AF9C361DC92ED587ACF0C442E8992AA5ABF634C4B44112C951EE6082352C7EE620C43443;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893201;;;;;;0x07;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;;;;;;A144C5140132895070078C20A97AA80090250BC03C296451EE14873FEF5A0285D4E860E6CC216AA6AA0CFF31BE285D17DB6EFD95400C9F990BCED7C973BBFF2152ED7C2602D11F649C593815EFC70FCF81A64B92B74192554C1663CF1FAF845EA3B81EEC0E348EEDCF75B813E9FFBB502146D0150FE2101E9B385764120996F9339F96FC8BD467E5FBC805FDA0937F1EA05AD2244ED7EDEF7C7FA96C79AE96423234;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;14319981;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468508199311494088C00D8900F002C25DB5D1400121285086A0DB6887AE5003007100A6BEE6A06F43A2DA3EFA594EA33F7838F0CB501AC5BC39F8147F2368BF7D292F307C47D50CB234385E448CAD15CBBA50F9211E8;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893182;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5148231895070068C20B47AB3009025AF1375D7675E9C21F343FC38B90F7C29C4D582C3EC26960213353A87FABE58446E602189CC172D4B1EF86EB210ECD79D53BCDDA568BEC109E2C2EC30E6CCCE393823EE164F43ED938AF11DD013FD30F6897085A842D120E4AB8400E1A8E98DB43592842C856FB45DC25143830B246DEA45758BC32E9017F26C607960B73A8BA50139A4EB9EB1C76EFC9346EDF37DA4AD;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551771;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8157117551300028C207F900F002C251E7D1A0091FCC9BBAB21D9B57A7F003007100B4D47A4BBF2255D1A4E0F8A8059173781890468F34A6F3744CAB685475668D844E393B487621C77885C266F4DB23833;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551756;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8155617551300028C2007900F002C251A7D1A001F722EC6A6E02D107A0700300710AF41E4A00FD42CC23281B63A356EBEA53E55702FB086A992F5DFDD25AED6179DD7F4E5A6E103047BF57A2EE6B23ACD80;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;24826541;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;67446850416582246A088C0038900F002C2524AD0300E54B3C9B9D2684BF7AC80040071078CE6F1357CD1198D20DDD41325A788BAE08BD69FC123187A62BA7AD174E15ACEBAE2EFF32C1A3302CB719F95B4D9762C05E362FA3DF65351FAB1AFC14D55A870F2A03D6;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893194;;;;;;0x07;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;;;;;;A144C5149431895070078C20AD7AAC009025BC8DD8C121B3389CDEA7F96F6BE0EDB21900923AC6BFAE92C23F762C03B4721F832AD822860A43517CD13CC9DEDDE8CC7931985EE29383DB800915DB884D8E3313059C3F897BFCF484AC8E451208ABC379FF83D91C3B095F28AFF2B76FED322FD54CFF83D88223E42711E174C44331D97D44468D8C11818780418C51417F759B01AB16634AAACBA11BD34B43367DD12D;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993729;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515293799030C1A7A24005025A07B02AEE6C12D9B6FBB41EDAC189C9351138650AF80A705FDCE2D11C02117268EE2CF8075FC0F6E06255790E59EEAC723115707DB74CD6BE310CCE74266AB9C62A63317B193455F192E1F6218330FF2;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;04698876;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468507688690494088C005E900F002C25275E1400FB8904D972D74F267A280030071060C0F0962FB5BD44ED86F8C17EEFDC41671A751562706201209D6BCFD908ADC24A15E7606147A6B6AE002E341FB04B3C0FCBD45A;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993721;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515213799030C1A7A1D00502530398753CBDC6C804FB341BE5987FC5E4E85D88CCC72A488EEDA720B79AE6A9F1106A440D96597AF4E1606141A1574CEE72DCED23B0C19DB329BB1AF7D3658D8C73FFB16819E5BC29DA50B2B79ABFF0D;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;14320055;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468505500321494088C002E900F002C25125E140086AADA8DAFA2822D7A1200300710688ED54CFDFD190DCBA241820774EE79DB7D0169B891E460C705FE9D7921A07D8983F8290A5CD2BFF3ED9DC161C887A50FD5798E;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993733;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515333799030C1A7A29005025285178FD1FEF06A663071E03C88ADAC179E1ED2A7F95EF990C2BB5983AF14A8706D767324CBAFC0E65A797140537A489E0EEF44465446FA21AAF90B400E20D3EF5AEFC803E95424E564E23CCE0EA9327;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551750;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8155017551300028C2024900F002C25F77C1A003CA0442D9758D8AD7A2400300710D3BA78D2C8BF3F0FED3B6AAB869082A1AEB454E0BFB50E12866768B55B384A8231CF6F94969A080A38BA767FA46D14B0;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;04418962;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515628941040C1A7A4A005025469D211989896ECC52CDFB9EF3AE959ABA9469253003403B28FB836F111D00ADD9603FE6609BD554D97DF4F46F89A213B6A34611EACE660F39B94181A84849BEA56CBF724D77156636E0B18C5203FFD7;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;20069720;;;;;;0x08;ITW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;2E4497262097062000087A300020A577EC9663E689DB1AF738FD3B71A7932C6E2C6718591F1A9F7572839EB34C23AF;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;04691119;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468501911690494088C002D900F002C25B05D14002C539E41D7283ED87AB000300710958D804CCC3B5EAD943809CAC4724394E70E7DEACB6C3EE391D8F5C1B86DDC381A8465DD56D5817B0D6E4D255A36EF210F05AE43;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;20068635;;;;;;0x08;ITW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;2E4497263586062000087AC10020A5032602D6A38493ADA61CFB4B66A2D54E7A943C04ECB275D55AFA410A45EA47B3;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;04567729;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468502977560494088C004B900F002C25161E14002747C1184E9256287A1600300710A96446DA24F79E286B457BAE3658B5ED1B5A819315FA30866C9017C8F76BA8844BEEA3849E415F01BA610C506E99C0C70F5FD6C6;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893202;;;;;;0x07;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;;;;;;A144C5140232895070078C20A77AA6009025E5D74B8BBB16674264D58BE3A3EE656E3A0352E1F3338430609DCA504ADA01B4B38AB8E2EAA2F38AD082C969D052E03FE5F6F631CF1CEA64639F218E26D500FF7E32601FDF76F983D8D3E92E06A04DED8A5F7B29CE5386C52BA101B5F27CD76069C7A95892E14919C672F0E5D40FEEDDE6F9F30D0B3679835DF5B9B846530762C5AD0D231C12AC1BF2B7129048748A49;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893179;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5147931895070068C20B57AB4009025C60F2B038DF91D7DFEC72C7EBAE946A24137DB2522A3A0C6DB94919C26CE3344FDE0757F9189B72965D16609139341CDF784978D440EA4BE1909CFF2C3307C310E40F9CF5851B146E40E10B18635B7553B05096CD45955C46A19EFBD92C2EB5EA5E980D614B13F8E81A8BEF729F890E7968BFC54F17A3527DCD2D9D67024D3CD500ADF9D9E1685383C79EA5D5A638994;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551745;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8154517551300028C202F900F002C25FA7C1A00596091A8C920D5487A2F003007108F9FE76D7643701B0B0F6683A76377B46BAD146DC52CE86B0F3BEAA815E2BA0107458F5B808422095E8A1410F5573304;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893187;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5148731895070068C20B27AB10090254543457251634922E3216C18F3C694BACF48AD65CF536ED48CC9D36548091EDC7EC59F0CC3A307989D13E396756DE6C72349B502034AC736505D5ED15F136070CA12A8F2D5CDEEC3501CB475151298A040BE2A9F1D9D6AF7639E9CD87E7A6118BF030C5EFD582726AA108E54F96B42DA39E7D05789FDAF7128638957B37619F79881F747C8BD8103E6119A3768B79DC9;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993730;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515303799030C1A7A270050255B9C7D979C47D954B2DD35F89663E9C3D4E764E03887C83D6CA5B9584938C8A5A9D3F08904F4956F95B7BC0F3F171E7139AD1E5C497169E0FF5242727FAD79BE3DBAE908DA01DD69F1FF638A018630B0;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;00208652;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515528620000C1A7A710050256431B9F41B2CC546F303A039B9450219C3B77148ED39C6D362A486FE6A92CE9D70DC97DC8E1DC931F4DF51B154055D4A66998E686995FB91CECCC5FD590EC4EDB1D1A3E46B51533881C30E0B37A3D167;01-01-0001
